암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz,배철정신건강의학과의원,31,의원,350000,전북,350402,전주덕진구,덕진동1가,54893,"전북특별자치도 전주시 덕진구 사평로 38, 2층 (덕진동1가)",063-277-3332,,1988-04-25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1212296,35.8408631
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNDEjJDEjJDQjJDgz,백구보건지소,72,보건지소,350000,전북,350600,김제시,백구면,54328,"전북특별자치도 김제시 백구면 황토로 1267-21, (백구면사무소)",063-540-4035,,1985-05-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9676149,35.8907941
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkNDgxMzUxIzExIyQyIyQ3IyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz,백년한의원,93,한의원,350000,전북,350300,익산시,남중동,54619,"전북특별자치도 익산시 동서로14길 30, 2층 (남중동)",063-722-2100,,2023-03-29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,126.9554688,35.9522107
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,백두산한의원,93,한의원,350000,전북,350402,전주덕진구,송천동1가,54833,"전북특별자치도 전주시 덕진구 송천4길 56-12, (송천동1가)",063-277-9595,,1996-02-12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1152408,35.8622884
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,백산보건지소,72,보건지소,350000,전북,350005,부안군,백산면,56323,"전북특별자치도 부안군 백산면 백산로 335, 335",063-582-2972,,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.787219,35.7043621
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5OSQzNjE4MzIjNjEjJDEjJDQjJDgz,백산의원,31,의원,350000,전북,350401,전주완산구,평화동1가,55122,"전북특별자치도 전주시 완산구 모악로 4764, (평화동1가)",063-227-2588,,2013-02-22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1327236,35.794502
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,백산한의원,93,한의원,350000,전북,350401,전주완산구,평화동1가,55122,"전북특별자치도 전주시 완산구 모악로 4764, (평화동1가)",063-227-2588,,2013-02-19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1327236,35.794502
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,백세플란트치과의원,51,치과의원,350000,전북,350006,순창군,순창읍,56040,"전북특별자치도 순창군 순창읍 장류로 372, (순창읍)",063-653-2275,,2016-12-30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1427842,35.3761576
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,백세한의원,93,한의원,350000,전북,350401,전주완산구,삼천동1가,55132,"전북특별자치도 전주시 완산구 장승배기로 62-4, (삼천동1가)",063-262-9090,,2016-05-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1196856,35.7920734
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,백세한의원,93,한의원,350000,전북,350200,남원시,죽항동,55772,"전북특별자치도 남원시 용성로 116, (죽항동)",063-636-1075,,2012-04-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.3889579,35.4098726
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQyIyQzIyQwMCQ0NjE0ODEjODEjJDEjJDYjJDgz,백수진미의원,31,의원,350000,전북,350401,전주완산구,중앙동2가,55038,"전북특별자치도 전주시 완산구 충경로 44, (중앙동2가)",063-287-7865,,2007-12-11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.144075,35.8175631
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,백인숙산부인과의원,31,의원,350000,전북,350402,전주덕진구,송천동1가,54834,"전북특별자치도 전주시 덕진구 송천중앙로 177, 2층 (송천동1가)",063-271-3500,,2003-07-08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1213147,35.8628151
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNjEjJDEjJDgjJDgz,백정신건강의학과의원,31,의원,350000,전북,350300,익산시,모현동1가,54659,"전북특별자치도 익산시 선화로 88, 강남빌딩 3층 (모현동1가)",063-857-2020,,2019-03-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9405414,35.9488889
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz,백제연합의원,31,의원,350000,전북,350300,익산시,황등면,54533,"전북특별자치도 익산시 황등면 황등서로 5, (황등면)",063-855-9119,,2005-05-26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9439417,36.0028383
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz,백제의원,31,의원,350000,전북,350300,익산시,금마면,54572,"전북특별자치도 익산시 금마면 미륵사지로1길 35, (금마면)",063-836-9210,,1994-07-08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0533561,35.9897918
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,백제치과의원,51,치과의원,350000,전북,350401,전주완산구,서신동,54950,"전북특별자치도 전주시 완산구 당산로 96, 3층 (서신동)",063-278-2800,,2020-10-19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1187856,35.8319675
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz,백제한의원,93,한의원,350000,전북,350013,진안군,진안읍,55432,"전북특별자치도 진안군 진안읍 진무로 1104-4, (진안읍)",063-433-6333,,1999-07-14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,백제한의원,93,한의원,350000,전북,350005,부안군,부안읍,56315,"전북특별자치도 부안군 부안읍 석정로 233, (부안읍)",063-581-0044,,1994-06-20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.7376168,35.7248123
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,백치과의원,51,치과의원,350000,전북,350402,전주덕진구,호성동1가,54905,"전북특별자치도 전주시 덕진구 소리로 192, 2층 (호성동1가, 호성상가)",063-241-2484,,1992-10-30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1530395,35.8579023
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxOTYxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,백플란트 치과의원,51,치과의원,350000,전북,350100,군산시,장미동,54026,"전북특별자치도 군산시 죽성로 11, 하나은행 1층 (장미동)",063-731-2275,,2021-11-26,2,0,0,0,0,0,0,0,2,0,0,0,0,0,126.7148667,35.9866089
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,백학보건진료소,73,보건진료소,350000,전북,350600,김제시,순동,54361,"전북특별자치도 김제시 백학3길 71, (순동, 백학보건진료소)",063-547-4427,,1984-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9353344,35.8077174
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,밸런스미치과의원,51,치과의원,350000,전북,350600,김제시,요촌동,54384,"전북특별자치도 김제시 남북로 230, (요촌동)",063-543-2879,,2014-11-12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.8841271,35.80458
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,베스트e치과의원,51,치과의원,350000,전북,350401,전주완산구,서신동,54945,"전북특별자치도 전주시 완산구 서신로 114, 2층 (서신동)",275-9500,,2006-06-28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1161223,35.835386
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz,베스트마디의원,31,의원,350000,전북,350401,전주완산구,서노송동,54995,"전북특별자치도 전주시 완산구 팔달로 262-6, 세이브존 4층 (서노송동)",063-283-1007,,2021-08-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,127.1447104,35.8255757
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,베스트이비인후과의원,31,의원,350000,전북,350401,전주완산구,효자동2가,55065,"전북특별자치도 전주시 완산구 쑥고개로 317, (효자동2가)",063-717-7575,,2014-11-13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0999077,35.8025546
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,베스트치과의원,51,치과의원,350000,전북,350300,익산시,영등동,54545,"전북특별자치도 익산시 무왕로13길 13, 3층 (영등동)",063-836-2875,,2001-02-28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.9765041,35.9595564
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,벧엘요양병원,28,요양병원,350000,전북,350402,전주덕진구,금암동,54930,"전북특별자치도 전주시 덕진구 조경단로 77, (금암동)",063-255-5321,,2007-10-25,5,1,0,0,3,0,0,0,0,1,0,0,0,0,127.1386393,35.8412628
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,변산보건지소,72,보건지소,350000,전북,350005,부안군,변산면,56342,"전북특별자치도 부안군 변산면 지서로 77-1, 77",063-582-8143,,1985-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.5284625,35.6635321
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,변산의원,31,의원,350000,전북,350005,부안군,변산면,56342,"전북특별자치도 부안군 변산면 지서로 74, 74",063-583-8451,,1998-07-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.5286922,35.664338
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz,변지원치과의원,51,치과의원,350000,전북,350200,남원시,향교동,55750,"전북특별자치도 남원시 동림로 69, (향교동)",063-625-1538,,1992-06-27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.3864478,35.414458
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,보가치과의원,51,치과의원,350000,전북,350401,전주완산구,서신동,54946,"전북특별자치도 전주시 완산구 온고을로 28, 2,6층 201,602호 (서신동, 호진빌딩)",063-255-7528,,2005-05-03,5,0,0,0,0,4,0,0,1,0,0,0,0,0,127.1198324,35.8341891
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkNDgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,보광한의원,93,한의원,350000,전북,350001,고창군,고창읍,56432,"전북특별자치도 고창군 고창읍 중앙로 200, CNA건물",063-563-1075,,2018-02-12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.6974584,35.4349818
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,보듬치과의원,51,치과의원,350000,전북,350100,군산시,나운동,54128,"전북특별자치도 군산시 대학로 316, 2층 (나운동)",063-465-2842,,2020-03-20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,126.6943734,35.9656572
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,보람외과의원,31,의원,350000,전북,350401,전주완산구,평화동1가,55122,"전북특별자치도 전주시 완산구 모악로 4746, 106호 (평화동1가)",063-286-2222,,2000-05-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1323217,35.7929119
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz,보안보건지소,72,보건지소,350000,전북,350005,부안군,보안면,56329,"전북특별자치도 부안군 보안면 영전길 19, 19",063-583-9490,,1990-01-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.6704441,35.6102855
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,보절면보건지소,72,보건지소,350000,전북,350200,남원시,보절면,55706,"전북특별자치도 남원시 보절면 신흥2길 17, (보절면)",063-620-5400,,1995-01-01,2,0,0,0,1,0,0,0,0,1,0,0,0,0,127.4024109,35.5131669
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjNjEjJDEjJDgjJDgz,보헌치과의원,51,치과의원,350000,전북,350300,익산시,영등동,54545,"전북특별자치도 익산시 무왕로9길 7, 3층 (영등동)",063-838-2275,,2006-05-08,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.9730147,35.959157
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzExIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,보화당한의원,93,한의원,350000,전북,350300,익산시,인화동1가,54604,"전북특별자치도 익산시 평동로11길 26-5, (인화동1가)",063-855-2222,,1983-03-16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9523962,35.9336895
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,복음내과의원,31,의원,350000,전북,350300,익산시,영등동,54541,"전북특별자치도 익산시 궁동로 83, (영등동)",063-831-0606,,2007-04-16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9805921,35.9622491
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNTEjJDEjJDYjJDgz,복음연합내과의원,31,의원,350000,전북,350401,전주완산구,서신동,54950,"전북특별자치도 전주시 완산구 당산로 96, (서신동)",063-2737-5023,,2001-02-10,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.1187856,35.8319675
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz,복정형외과의원,31,의원,350000,전북,350402,전주덕진구,,54848,"전북특별자치도 전주시 덕진구 편운로 6, 2층 (동산동)",063-241-0900,,2016-11-15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0770346,35.8708316
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,복죽보건진료소,73,보건진료소,350000,전북,350600,김제시,복죽동,54370,"전북특별자치도 김제시 복죽5길 34-4, (복죽동, 복죽 보건 진료소)",063-542-1625,,1983-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.8491624,35.8043576
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNzEjJDEjJDgjJDgz,복지의원,31,의원,350000,전북,350402,전주덕진구,진북동,54993,"전북특별자치도 전주시 덕진구 안덕원로 106, (진북동)",063-251-9988,,1974-01-16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,127.1414603,35.8296127
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz,복흥보건지소,72,보건지소,350000,전북,350006,순창군,복흥면,56005,"전북특별자치도 순창군 복흥면 추령로 1141, (복흥면)",063-650-5585,,1989-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9309021,35.4310504
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQxIyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,복흥한의원,93,한의원,350000,전북,350006,순창군,복흥면,56005,"전북특별자치도 순창군 복흥면 추령로 1162-1, (복흥면)",063-652-9200,,2015-05-19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.930056,35.4326851
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz,본디올혜화당한의원,93,한의원,350000,전북,350401,전주완산구,서신동,54948,"전북특별자치도 전주시 완산구 당산로 39, 2층 201호 (서신동, 제일비사벌상가)",063-278-1138,,1996-02-15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1127264,35.8323463
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,본병원,21,병원,350000,전북,350401,전주완산구,중화산동2가,54970,"전북특별자치도 전주시 완산구 유연로 276, (중화산동2가)",063-220-0300,,2002-06-01,8,0,0,0,8,0,0,0,0,0,0,0,0,0,127.115513,35.8251611
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,본수호한의원,93,한의원,350000,전북,350402,전주덕진구,중동,54871,"전북특별자치도 전주시 덕진구 기지로 78, 9층 901호 (중동)",063-222-7579,,2020-11-03,4,0,0,0,0,0,0,0,0,3,0,0,1,0,127.0605717,35.8380963
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,본안과의원,31,의원,350000,전북,350300,익산시,영등동,54545,"전북특별자치도 익산시 무왕로 1069, (영등동)",063-834-0186,,2001-01-27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9754921,35.9587711
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,본한의원,93,한의원,350000,전북,350100,군산시,조촌동,54072,"전북특별자치도 군산시 궁포1로 24-3, 3층 (조촌동)",063-464-1075,,2010-12-28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.7405907,35.9768524
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkNDgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,본한의원,93,한의원,350000,전북,350300,익산시,영등동,54545,"전북특별자치도 익산시 무왕로9길 5, 4층 (영등동)",063-833-8575,,2021-02-16,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.9730244,35.9589788
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz,봄 가정의학과의원,31,의원,350000,전북,350401,전주완산구,중앙동4가,55043,"전북특별자치도 전주시 완산구 전라감영로 40-1, 2층 (중앙동4가)",063-285-7775,,2021-04-30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1438466,35.8151888
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,봄날의원,31,의원,350000,전북,350005,부안군,부안읍,56315,"전북특별자치도 부안군 부안읍 번영로 156, 2층",063-932-9828,,2022-09-26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.7375789,35.7262836
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNTEjJDEjJDIjJDgz,봄날피부과의원,31,의원,350000,전북,350100,군산시,수송동,54100,"전북특별자치도 군산시 월명로 184, 현진빌딩 2층 (수송동)",063-732-7580,,2022-11-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.7160685,35.9604096
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,봄날한의원,93,한의원,350000,전북,350402,전주덕진구,반월동,54807,"전북특별자치도 전주시 덕진구 쪽구름로 118, 2층 201호 (반월동)",063-212-7575,,2021-12-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0725114,35.8741641
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNjEjJDEjJDQjJDgz,봄빛소아청소년과의원,31,의원,350000,전북,350401,전주완산구,삼천동1가,55088,"전북특별자치도 전주시 완산구 거마평로 22, 2층 (삼천동1가)",063-228-5055,,1999-08-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1170548,35.7943317
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,봄빛한의원,93,한의원,350000,전북,350401,전주완산구,효자동1가,55080,"전북특별자치도 전주시 완산구 용머리로 48, (효자동1가)",063-226-3375,,2008-01-09,2,0,0,0,0,0,0,0,0,2,0,0,0,0,127.115527,35.8061663
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,봄요양병원,28,요양병원,350000,전북,350100,군산시,나운동,54142,"전북특별자치도 군산시 대학로 375-0,  (나운동)",063-462-5000,,2024-09-11,7,1,0,0,4,0,0,0,0,2,0,0,0,0,126.6920774,35.9606396
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNzEjJDEjJDgjJDgz,봄피부과의원,31,의원,350000,전북,350500,정읍시,수성동,56163,"전북특별자치도 정읍시 남북로 34, 3층 (수성동)",063-534-7100,,2016-05-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8509855,35.5682322
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,봉남보건지소,72,보건지소,350000,전북,350600,김제시,봉남면,54356,"전북특별자치도 김제시 봉남면 남주1길 14, (봉남보건지소)",063-540-4070,,1985-05-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.9624292,35.7531893
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNTEjJDEjJDYjJDgz,봉대보건진료소,73,보건진료소,350000,전북,350200,남원시,아영면,55713,"전북특별자치도 남원시 아영면 승전로 855, (봉대보건진료소)",063-636-2642,,1983-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.5826584,35.4815597
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,봉동보건지소,72,보건지소,350000,전북,350008,완주군,봉동읍,55326,"전북특별자치도 완주군 봉동읍 봉동로 122, (봉동읍)",063-290-3101,,1967-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1686006,35.9359428
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ4MiQyNjEyMjIjNjEjJDEjJDQjJDgz,봉동원광한의원,93,한의원,350000,전북,350008,완주군,봉동읍,55326,"전북특별자치도 완주군 봉동읍 봉동동서로 144, 1층",,,2018-06-29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.1677402,35.9391351
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,봉동한의원,93,한의원,350000,전북,350008,완주군,봉동읍,55326,"전북특별자치도 완주군 봉동읍 봉동로 133, (봉동읍)",063-261-7621,,1993-07-22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1681828,35.9369901
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,봉동현대정형외과의원,31,의원,350000,전북,350008,완주군,봉동읍,55326,"전북특별자치도 완주군 봉동읍 봉동로 119, (봉동읍)",063-262-7500,,2003-10-27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1682454,35.9357214
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,봉천보건진료소,73,보건진료소,350000,전북,350010,임실군,오수면,55948,"전북특별자치도 임실군 오수면 봉천1길 7, 7",063-644-6497,,1992-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.3126565,35.57628
